num_job,num_machine,mean,std,seed,I_b,I_f,baseline,RANDOM_best,RANDOM_time,RUBI_best,RUBI_time,GT_best,GT_time
35,80,30,10,0,0.1988970588235294,0.18875651526433357,5844.27,5378,19.329286098480225,3652,41.86932730674744,3557,47.81003737449646
35,90,30,10,0,0.16895424836601305,0.1731658955717118,6199.02,5696,20.826167583465576,3947,46.67693328857422,3804,53.80486512184143
35,100,30,10,0,0.15,0.15478312537136066,6650.0,6083,23.87304401397705,4215,53.42572212219238,4172,61.37317609786987
40,5,30,10,0,0.8974358974358975,0.8974358974358975,1735.75,1473,2.04707407951355,1312,4.047897815704346,1298,5.682549953460693
40,10,30,10,0,0.7743589743589743,0.7777777777777777,2159.61,1885,2.8666088581085205,1619,6.740557909011841,1512,8.6829195022583
40,15,30,10,0,0.6666666666666666,0.6666666666666667,2469.13,2186,4.462224006652832,1675,9.831686735153198,1653,12.195606708526611
40,20,30,10,0,0.5679487179487179,0.5856950067476383,2799.09,2461,6.403558254241943,1792,13.137057781219482,1775,15.556359767913818
40,25,30,10,0,0.5087179487179487,0.5021367521367521,3158.53,2822,7.728296518325806,2126,16.159447193145752,1968,18.042400121688843
40,30,30,10,0,0.44700854700854703,0.44120247568523435,3441.3,3061,9.359620809555054,2253,18.240888357162476,2144,21.292803287506104
40,35,30,10,0,0.39853479853479856,0.4223227752639517,3751.01,3401,11.099569320678711,2358,20.3093683719635,2345,25.31480383872986
40,40,30,10,0,0.3621794871794871,0.3701512163050624,4011.97,3633,11.863219261169434,2527,24.562622547149658,2462,30.432968854904175
40,45,30,10,0,0.3333333333333333,0.34498834498834496,4277.1,3846,13.749228954315186,2605,28.74777317047119,2635,33.930291414260864
40,50,30,10,0,0.3164102564102564,0.31763474620617477,4591.29,4096,14.368500471115112,2879,30.428104877471924,2764,36.568394899368286
40,60,30,10,0,0.2816239316239316,0.27292481529769663,5054.12,4619,17.228606462478638,3195,37.652100801467896,3090,43.46068453788757
